unit_number,time_cycles,setting_1,setting_2,setting_3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21
50,26,-0.0014,0.0002,100.0,518.67,642.1,1583.61,1407.72,14.62,21.61,553.85,2388.1,9063.89,1.3,47.41,521.75,2388.02,8138.02,8.4177,0.03,390,2388,100.0,38.78,23.4633
50,27,-0.0005,-0.0,100.0,518.67,642.19,1582.36,1396.93,14.62,21.61,553.96,2388.03,9072.1,1.3,47.32,522.4,2388.01,8144.11,8.37,0.03,392,2388,100.0,39.17,23.3401
50,28,-0.0025,0.0001,100.0,518.67,642.0,1592.18,1395.18,14.62,21.61,554.35,2388.06,9065.05,1.3,47.22,522.09,2388.05,8145.06,8.4309,0.03,391,2388,100.0,39.07,23.2861
50,29,0.0002,-0.0004,100.0,518.67,642.13,1583.12,1396.99,14.62,21.61,554.0,2388.04,9062.35,1.3,47.25,522.27,2388.04,8140.76,8.3952,0.03,392,2388,100.0,39.01,23.4819
50,30,-0.0026,-0.0001,100.0,518.67,642.09,1582.91,1401.13,14.62,21.6,554.75,2387.99,9061.83,1.3,47.4,522.27,2388.09,8144.11,8.4225,0.03,391,2388,100.0,39.15,23.4271
50,31,0.0018,-0.0005,100.0,518.67,642.12,1584.57,1403.92,14.62,21.61,554.31,2388.01,9056.77,1.3,47.35,522.34,2388.11,8132.69,8.4439,0.03,393,2388,100.0,39.02,23.3939
50,32,-0.0045,0.0001,100.0,518.67,642.34,1586.82,1402.18,14.62,21.61,554.0,2388.04,9059.1,1.3,47.19,521.94,2388.06,8143.77,8.417,0.03,393,2388,100.0,38.96,23.3867
50,33,0.0023,-0.0003,100.0,518.67,642.71,1586.27,1402.83,14.62,21.61,554.13,2388.03,9066.61,1.3,47.32,521.89,2388.02,8139.11,8.4321,0.03,392,2388,100.0,38.97,23.3958
50,34,-0.0001,-0.0003,100.0,518.67,642.63,1585.11,1403.19,14.62,21.61,554.16,2388.04,9062.78,1.3,47.18,522.49,2388.03,8141.03,8.3771,0.03,393,2388,100.0,39.13,23.2652
50,35,0.0017,-0.0001,100.0,518.67,642.47,1590.44,1411.23,14.62,21.61,554.18,2388.01,9060.48,1.3,47.37,522.2,2388.1,8142.87,8.4344,0.03,392,2388,100.0,38.88,23.3426
50,36,-0.0005,-0.0001,100.0,518.67,641.72,1584.22,1401.21,14.62,21.6,554.82,2388.03,9057.43,1.3,47.15,522.27,2388.07,8143.13,8.4204,0.03,392,2388,100.0,39.08,23.3219
50,37,-0.0015,0.0004,100.0,518.67,642.39,1585.25,1403.55,14.62,21.61,554.26,2388.01,9067.82,1.3,47.25,522.09,2388.03,8143.28,8.3966,0.03,392,2388,100.0,39.06,23.4185
50,38,-0.0033,-0.0003,100.0,518.67,642.23,1590.93,1401.07,14.62,21.61,554.33,2388.04,9057.11,1.3,47.25,522.03,2388.03,8145.01,8.4015,0.03,392,2388,100.0,38.92,23.385
50,39,0.0019,-0.0001,100.0,518.67,642.1,1586.44,1401.98,14.62,21.61,554.43,2388.01,9057.15,1.3,47.33,522.42,2388.04,8141.98,8.4109,0.03,392,2388,100.0,39.08,23.3453
50,40,0.001,0.0003,100.0,518.67,642.28,1584.86,1401.52,14.62,21.61,554.41,2388.05,9059.98,1.3,47.22,521.55,2388.0,8142.2,8.3983,0.03,392,2388,100.0,38.8,23.3339
50,41,-0.0001,-0.0004,100.0,518.67,642.24,1587.36,1404.48,14.62,21.61,553.7,2388.03,9060.64,1.3,47.35,522.41,2388.07,8139.05,8.4343,0.03,392,2388,100.0,38.98,23.3305
50,42,-0.0008,0.0003,100.0,518.67,641.53,1581.76,1400.1,14.62,21.61,554.17,2388.0,9062.28,1.3,47.23,521.69,2388.04,8148.51,8.4231,0.03,393,2388,100.0,38.96,23.3633
50,43,-0.0021,-0.0003,100.0,518.67,642.16,1586.54,1396.27,14.62,21.61,553.41,2388.04,9061.74,1.3,47.32,522.0,2388.03,8145.75,8.427,0.03,391,2388,100.0,38.81,23.4788
50,44,0.0041,0.0003,100.0,518.67,642.13,1589.21,1403.12,14.62,21.61,554.07,2388.05,9060.62,1.3,47.41,521.78,2388.1,8138.96,8.4199,0.03,392,2388,100.0,38.98,23.4039
50,45,0.0027,0.0003,100.0,518.67,642.28,1588.6,1399.9,14.62,21.61,554.07,2388.07,9060.43,1.3,47.33,521.81,2388.05,8142.84,8.3939,0.03,395,2388,100.0,38.88,23.3042
50,46,0.0037,-0.0005,100.0,518.67,642.25,1583.73,1408.95,14.62,21.61,553.8,2388.02,9061.61,1.3,47.35,521.96,2388.06,8139.98,8.4164,0.03,393,2388,100.0,38.82,23.2834
50,47,0.0041,-0.0004,100.0,518.67,642.45,1585.7,1403.86,14.62,21.61,553.6,2388.08,9058.95,1.3,47.46,522.36,2388.04,8145.48,8.4038,0.03,392,2388,100.0,38.88,23.3904
50,48,0.0033,0.0005,100.0,518.67,642.14,1593.28,1401.08,14.62,21.61,553.84,2388.03,9053.22,1.3,47.32,522.04,2388.02,8138.94,8.4087,0.03,393,2388,100.0,38.82,23.4099
50,49,-0.0008,0.0004,100.0,518.67,642.46,1580.99,1401.39,14.62,21.61,553.6,2388.01,9060.56,1.3,47.38,521.35,2388.05,8145.82,8.4147,0.03,394,2388,100.0,39.0,23.3408
50,50,-0.0005,0.0004,100.0,518.67,641.89,1588.4,1409.56,14.62,21.61,554.23,2388.03,9061.33,1.3,47.5,522.32,2388.06,8137.98,8.4524,0.03,392,2388,100.0,38.98,23.3591
50,51,0.0026,-0.0001,100.0,518.67,642.78,1583.57,1398.59,14.62,21.61,553.63,2388.01,9062.37,1.3,47.29,521.96,2388.04,8146.11,8.4256,0.03,392,2388,100.0,38.86,23.3916
50,52,-0.0013,0.0,100.0,518.67,642.29,1579.31,1397.33,14.62,21.61,554.43,2388.01,9057.5,1.3,47.21,522.16,2388.05,8145.81,8.4112,0.03,393,2388,100.0,38.91,23.421
50,53,0.0003,0.0002,100.0,518.67,642.61,1581.29,1395.46,14.62,21.61,554.45,2388.03,9066.97,1.3,47.41,522.16,2388.05,8140.46,8.4088,0.03,392,2388,100.0,39.0,23.359
50,54,-0.0002,0.0001,100.0,518.67,642.53,1584.72,1404.62,14.62,21.6,554.74,2388.08,9063.4,1.3,47.26,522.65,2388.06,8145.25,8.4164,0.03,392,2388,100.0,38.98,23.4393
50,55,-0.0011,0.0003,100.0,518.67,642.65,1584.5,1399.8,14.62,21.61,553.68,2388.05,9063.57,1.3,47.16,522.02,2388.03,8145.34,8.4268,0.03,391,2388,100.0,39.07,23.3071
50,56,-0.0038,0.0001,100.0,518.67,642.0,1588.09,1404.45,14.62,21.61,554.25,2388.04,9059.68,1.3,47.13,522.39,2388.02,8145.68,8.4206,0.03,391,2388,100.0,38.94,23.4444
50,57,-0.0013,0.0003,100.0,518.67,642.84,1586.88,1398.35,14.62,21.61,553.69,2388.01,9066.5,1.3,47.19,521.85,2388.07,8146.23,8.4272,0.03,391,2388,100.0,38.88,23.4114
50,58,0.0005,-0.0,100.0,518.67,642.29,1585.08,1405.76,14.62,21.61,553.82,2388.06,9064.42,1.3,47.4,521.36,2388.09,8143.28,8.414,0.03,393,2388,100.0,39.01,23.3222
50,59,0.0052,-0.0001,100.0,518.67,642.57,1592.43,1405.48,14.62,21.61,553.24,2388.03,9060.81,1.3,47.5,522.22,2388.1,8140.55,8.4049,0.03,392,2388,100.0,38.86,23.3664
50,60,0.0014,0.0004,100.0,518.67,642.73,1578.67,1401.41,14.62,21.61,554.35,2388.07,9058.58,1.3,47.42,521.6,2388.03,8144.45,8.4045,0.03,393,2388,100.0,38.9,23.3851
50,61,0.0003,-0.0002,100.0,518.67,642.78,1593.24,1408.42,14.62,21.6,553.88,2388.1,9060.71,1.3,47.5,522.01,2388.07,8140.97,8.4307,0.03,390,2388,100.0,38.81,23.4578
50,62,-0.0016,0.0003,100.0,518.67,642.98,1591.14,1406.52,14.62,21.61,554.27,2388.06,9061.37,1.3,47.36,521.95,2388.04,8147.52,8.4035,0.03,391,2388,100.0,38.97,23.3549
50,63,0.0019,0.0002,100.0,518.67,642.67,1591.58,1400.76,14.62,21.61,553.48,2388.01,9065.39,1.3,47.32,522.16,2388.03,8143.66,8.455,0.03,393,2388,100.0,38.92,23.4667
50,64,-0.0049,0.0003,100.0,518.67,642.12,1587.08,1402.86,14.62,21.61,554.38,2388.07,9062.63,1.3,47.34,521.93,2387.97,8134.81,8.3941,0.03,393,2388,100.0,39.02,23.3518
50,65,-0.0017,-0.0004,100.0,518.67,642.51,1579.77,1403.35,14.62,21.61,553.69,2388.04,9062.4,1.3,47.36,521.6,2388.06,8144.89,8.4212,0.03,393,2388,100.0,38.78,23.3711
50,66,0.0031,-0.0,100.0,518.67,642.74,1590.87,1402.81,14.62,21.61,554.05,2388.06,9063.81,1.3,47.48,521.75,2388.07,8137.64,8.4402,0.03,392,2388,100.0,38.94,23.3372
50,67,0.0001,0.0004,100.0,518.67,642.48,1582.51,1395.77,14.62,21.61,553.93,2388.04,9058.17,1.3,47.24,522.33,2388.03,8138.59,8.3996,0.03,393,2388,100.0,39.0,23.2895
50,68,0.0008,-0.0003,100.0,518.67,642.68,1588.17,1399.62,14.62,21.61,554.1,2388.08,9065.19,1.3,47.32,521.86,2388.07,8143.67,8.4067,0.03,393,2388,100.0,38.93,23.3323
50,69,0.0014,-0.0004,100.0,518.67,642.53,1590.4,1411.01,14.62,21.61,554.04,2388.07,9056.88,1.3,47.29,521.94,2388.1,8142.54,8.4176,0.03,392,2388,100.0,38.87,23.1767
50,70,-0.0006,0.0005,100.0,518.67,642.38,1592.99,1407.13,14.62,21.61,554.19,2388.05,9058.83,1.3,47.53,522.33,2388.09,8140.06,8.441,0.03,392,2388,100.0,38.92,23.2425
50,71,-0.0003,-0.0002,100.0,518.67,642.27,1583.24,1406.01,14.62,21.61,554.32,2388.04,9066.55,1.3,47.3,522.34,2388.06,8143.99,8.4311,0.03,394,2388,100.0,38.88,23.2445
50,72,0.0034,-0.0001,100.0,518.67,642.58,1582.81,1402.11,14.62,21.61,554.03,2388.04,9059.56,1.3,47.7,521.65,2388.04,8147.38,8.4488,0.03,391,2388,100.0,38.83,23.3836
50,73,-0.0001,-0.0002,100.0,518.67,642.52,1583.05,1403.49,14.62,21.61,554.08,2388.03,9067.44,1.3,47.48,522.31,2388.09,8142.86,8.435,0.03,393,2388,100.0,38.95,23.2755
50,74,0.0,0.0004,100.0,518.67,642.66,1582.59,1397.65,14.62,21.61,553.18,2388.05,9066.84,1.3,47.5,521.91,2388.06,8142.07,8.4719,0.03,393,2388,100.0,38.98,23.291
