unit_number,time_cycles,setting_1,setting_2,setting_3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21
75,40,-0.0006,0.0003,100.0,518.67,641.76,1587.47,1407.82,14.62,21.61,553.06,2388.02,9071.98,1.3,47.3,522.17,2388.1,8138.2,8.426,0.03,393,2388,100.0,38.74,23.3231
75,41,-0.0019,0.0003,100.0,518.67,642.38,1585.75,1404.62,14.62,21.61,553.84,2388.02,9063.67,1.3,47.37,522.03,2388.06,8142.2,8.3917,0.03,392,2388,100.0,38.91,23.3278
75,42,-0.0028,-0.0001,100.0,518.67,642.77,1595.95,1399.21,14.62,21.61,553.53,2388.11,9053.32,1.3,47.32,522.14,2388.07,8134.67,8.4247,0.03,392,2388,100.0,38.95,23.4647
75,43,-0.0048,0.0002,100.0,518.67,642.76,1578.27,1396.72,14.62,21.61,554.34,2388.0,9059.1,1.3,47.51,521.59,2388.01,8139.05,8.4359,0.03,392,2388,100.0,38.92,23.4137
75,44,0.0043,0.0005,100.0,518.67,641.99,1582.66,1407.04,14.62,21.61,554.3,2388.08,9059.07,1.3,47.33,522.29,2388.09,8136.55,8.4304,0.03,393,2388,100.0,38.92,23.3726
75,45,0.0007,-0.0,100.0,518.67,642.6,1580.96,1408.81,14.62,21.61,553.72,2388.09,9061.92,1.3,47.34,521.52,2388.08,8140.51,8.4072,0.03,393,2388,100.0,39.02,23.4176
75,46,-0.0029,0.0001,100.0,518.67,642.2,1586.91,1397.98,14.62,21.61,553.98,2388.0,9057.74,1.3,47.38,522.76,2388.01,8138.09,8.4279,0.03,393,2388,100.0,39.02,23.2735
75,47,-0.0024,-0.0003,100.0,518.67,642.18,1588.09,1407.09,14.62,21.61,554.12,2388.06,9058.37,1.3,47.26,521.93,2388.04,8136.14,8.4388,0.03,392,2388,100.0,38.91,23.3616
75,48,-0.0034,-0.0004,100.0,518.67,642.69,1582.5,1393.92,14.62,21.61,553.65,2388.08,9062.55,1.3,47.33,522.34,2388.05,8148.94,8.4426,0.03,390,2388,100.0,38.93,23.3803
75,49,-0.0003,0.0003,100.0,518.67,642.78,1599.56,1404.74,14.62,21.61,553.83,2388.03,9056.52,1.3,47.49,521.62,2388.13,8139.05,8.4054,0.03,393,2388,100.0,39.05,23.2762
75,50,-0.001,0.0001,100.0,518.67,642.1,1587.44,1403.79,14.62,21.61,553.37,2388.03,9064.27,1.3,47.49,521.95,2388.06,8142.05,8.3883,0.03,394,2388,100.0,38.84,23.3568
75,51,0.0019,-0.0003,100.0,518.67,642.06,1587.32,1398.56,14.62,21.61,554.05,2388.0,9056.1,1.3,47.21,522.18,2388.01,8141.36,8.4254,0.03,391,2388,100.0,39.21,23.327
75,52,0.0001,-0.0,100.0,518.67,642.28,1591.04,1398.92,14.62,21.61,553.82,2388.07,9054.49,1.3,47.41,521.27,2388.02,8136.51,8.4325,0.03,393,2388,100.0,39.14,23.2776
75,53,-0.0,-0.0004,100.0,518.67,642.55,1584.72,1405.33,14.62,21.61,554.52,2388.01,9065.45,1.3,47.31,522.19,2388.1,8140.2,8.4293,0.03,393,2388,100.0,38.94,23.4062
75,54,-0.0022,-0.0002,100.0,518.67,642.37,1589.0,1400.31,14.62,21.61,553.0,2388.05,9065.45,1.3,47.17,521.61,2388.1,8143.55,8.4601,0.03,392,2388,100.0,38.99,23.4024
75,55,-0.0025,-0.0003,100.0,518.67,642.3,1583.91,1397.2,14.62,21.61,553.74,2388.05,9053.73,1.3,47.28,521.98,2388.04,8134.06,8.4426,0.03,392,2388,100.0,38.93,23.3541
75,56,0.0021,0.0001,100.0,518.67,642.37,1584.63,1403.48,14.62,21.61,553.38,2388.07,9050.52,1.3,47.44,522.03,2388.06,8143.08,8.4499,0.03,392,2388,100.0,39.07,23.4391
75,57,-0.0032,-0.0004,100.0,518.67,642.31,1591.42,1398.72,14.62,21.61,554.41,2388.05,9056.81,1.3,47.48,521.98,2388.04,8137.03,8.4269,0.03,392,2388,100.0,38.96,23.3745
75,58,-0.0038,0.0001,100.0,518.67,642.48,1590.94,1401.12,14.62,21.61,554.62,2388.01,9066.89,1.3,47.4,521.57,2388.07,8143.55,8.4223,0.03,392,2388,100.0,38.95,23.4097
75,59,0.0008,0.0003,100.0,518.67,642.27,1582.26,1394.06,14.62,21.61,553.42,2388.04,9055.53,1.3,47.27,521.75,2388.09,8142.72,8.3889,0.03,393,2388,100.0,38.89,23.2851
75,60,-0.0009,0.0002,100.0,518.67,642.69,1590.32,1403.46,14.62,21.61,554.28,2388.1,9056.3,1.3,47.34,522.08,2388.02,8142.07,8.3944,0.03,392,2388,100.0,38.93,23.3128
75,61,0.0011,0.0002,100.0,518.67,642.42,1586.02,1395.4,14.62,21.61,554.12,2388.0,9055.04,1.3,47.54,521.29,2388.07,8143.95,8.4442,0.03,393,2388,100.0,38.87,23.3786
75,62,-0.002,0.0003,100.0,518.67,642.57,1582.65,1406.85,14.62,21.61,554.84,2388.08,9056.45,1.3,47.17,521.93,2388.1,8136.11,8.4131,0.03,392,2388,100.0,39.01,23.3008
75,63,-0.0023,0.0004,100.0,518.67,642.57,1583.99,1400.88,14.62,21.61,553.23,2388.07,9060.93,1.3,47.34,522.08,2388.02,8139.96,8.4185,0.03,392,2388,100.0,38.92,23.4578
75,64,0.0004,-0.0003,100.0,518.67,642.33,1589.22,1403.03,14.62,21.61,553.28,2388.12,9057.74,1.3,47.37,521.73,2388.07,8137.28,8.4364,0.03,392,2388,100.0,38.97,23.3413
75,65,-0.0017,0.0001,100.0,518.67,642.39,1578.58,1407.72,14.62,21.61,553.48,2388.04,9057.48,1.3,47.46,522.13,2388.04,8137.34,8.4044,0.03,393,2388,100.0,38.69,23.3216
75,66,-0.0011,0.0005,100.0,518.67,642.33,1583.63,1409.52,14.62,21.61,554.05,2388.06,9053.5,1.3,47.36,521.72,2388.06,8136.78,8.4072,0.03,392,2388,100.0,38.81,23.3435
75,67,-0.0004,0.0001,100.0,518.67,642.2,1587.58,1412.42,14.62,21.61,554.13,2388.04,9052.48,1.3,47.33,521.67,2388.07,8143.23,8.4242,0.03,393,2388,100.0,38.98,23.4081
75,68,-0.0033,0.0003,100.0,518.67,642.26,1583.61,1398.66,14.62,21.61,553.92,2388.05,9056.06,1.3,47.47,522.08,2388.02,8138.56,8.4238,0.03,392,2388,100.0,39.04,23.3239
75,69,-0.0039,0.0004,100.0,518.67,642.09,1583.05,1409.76,14.62,21.61,554.28,2388.04,9055.83,1.3,47.25,521.86,2388.06,8138.07,8.4334,0.03,390,2388,100.0,39.17,23.4056
75,70,0.0006,-0.0001,100.0,518.67,642.62,1580.51,1407.6,14.62,21.61,554.58,2388.07,9060.52,1.3,47.38,521.89,2388.08,8144.69,8.4172,0.03,394,2388,100.0,38.99,23.2578
75,71,-0.0029,0.0004,100.0,518.67,642.73,1589.42,1401.14,14.62,21.61,554.0,2388.05,9052.57,1.3,47.26,521.76,2388.06,8144.23,8.4444,0.03,392,2388,100.0,38.89,23.2981
75,72,-0.0008,-0.0003,100.0,518.67,642.6,1580.02,1408.89,14.62,21.61,554.42,2388.05,9055.29,1.3,47.4,521.33,2388.06,8140.04,8.4143,0.03,392,2388,100.0,38.79,23.3174
75,73,0.0042,0.0004,100.0,518.67,642.63,1587.44,1407.38,14.62,21.61,554.12,2388.12,9063.03,1.3,47.33,521.94,2388.07,8136.76,8.4195,0.03,393,2388,100.0,38.89,23.3653
75,74,0.003,-0.0002,100.0,518.67,642.05,1587.77,1400.46,14.62,21.61,553.98,2388.11,9061.66,1.3,47.45,521.67,2388.05,8140.68,8.4256,0.03,393,2388,100.0,38.74,23.3346
75,75,-0.0005,0.0002,100.0,518.67,642.5,1585.85,1404.77,14.62,21.61,554.31,2388.07,9059.26,1.3,47.42,521.41,2388.08,8146.22,8.4106,0.03,393,2388,100.0,38.69,23.2716
75,76,0.0037,-0.0002,100.0,518.67,642.78,1593.43,1405.71,14.62,21.61,554.35,2388.1,9053.17,1.3,47.48,521.93,2388.03,8138.95,8.3844,0.03,392,2388,100.0,39.02,23.3992
75,77,0.0032,-0.0003,100.0,518.67,642.63,1588.68,1412.4,14.62,21.61,553.68,2388.01,9052.77,1.3,47.26,522.1,2388.06,8140.84,8.3856,0.03,392,2388,100.0,38.86,23.3581
75,78,0.0014,0.0003,100.0,518.67,642.73,1577.54,1413.44,14.62,21.61,553.57,2388.09,9059.29,1.3,47.3,521.09,2388.08,8142.49,8.454,0.03,392,2388,100.0,38.66,23.3436
75,79,0.0027,-0.0001,100.0,518.67,642.44,1589.54,1407.04,14.62,21.61,553.65,2388.04,9057.68,1.3,47.25,522.07,2388.04,8140.21,8.4263,0.03,391,2388,100.0,38.83,23.4405
75,80,-0.0017,0.0001,100.0,518.67,642.67,1583.75,1414.14,14.62,21.61,553.73,2388.01,9064.93,1.3,47.42,521.49,2388.01,8140.23,8.4214,0.03,393,2388,100.0,39.07,23.3866
75,81,-0.0012,0.0002,100.0,518.67,642.11,1589.0,1407.17,14.62,21.61,553.57,2388.05,9060.62,1.3,47.41,521.98,2388.04,8139.05,8.4058,0.03,392,2388,100.0,39.0,23.3049
75,82,-0.0004,0.0001,100.0,518.67,642.45,1586.16,1403.02,14.62,21.61,553.74,2388.07,9056.04,1.3,47.37,521.8,2388.07,8140.59,8.4521,0.03,393,2388,100.0,38.84,23.2877
75,83,0.0007,-0.0001,100.0,518.67,642.16,1582.77,1401.44,14.62,21.61,554.38,2388.08,9062.89,1.3,47.3,521.33,2388.03,8142.31,8.416,0.03,393,2388,100.0,38.97,23.3994
75,84,-0.0031,-0.0001,100.0,518.67,642.51,1588.74,1409.11,14.62,21.61,552.84,2388.07,9053.68,1.3,47.41,522.13,2388.09,8141.18,8.4552,0.03,391,2388,100.0,38.84,23.2896
75,85,-0.0024,-0.0005,100.0,518.67,641.97,1585.49,1410.02,14.62,21.61,553.67,2388.1,9052.96,1.3,47.29,522.05,2388.06,8141.42,8.4376,0.03,394,2388,100.0,38.9,23.3263
75,86,0.003,0.0002,100.0,518.67,642.59,1586.12,1404.51,14.62,21.61,553.79,2388.07,9060.58,1.3,47.72,521.27,2388.06,8139.43,8.4111,0.03,393,2388,100.0,38.85,23.3127
75,87,-0.0002,-0.0005,100.0,518.67,641.75,1585.79,1396.18,14.62,21.61,552.98,2388.05,9058.44,1.3,47.49,522.23,2388.06,8136.18,8.4023,0.03,393,2388,100.0,38.89,23.3837
75,88,0.0036,0.0001,100.0,518.67,642.13,1594.47,1403.3,14.62,21.61,554.11,2388.12,9051.28,1.3,47.4,521.52,2388.1,8132.14,8.4316,0.03,392,2388,100.0,38.98,23.4919
