unit_number,time_cycles,setting_1,setting_2,setting_3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21
25,12,0.003,0.0001,100.0,518.67,642.62,1586.95,1409.3,14.62,21.61,554.32,2388.08,9051.18,1.3,47.38,521.94,2388.1,8127.53,8.4065,0.03,393,2388,100.0,38.9,23.3473
25,13,-0.001,0.0001,100.0,518.67,642.37,1592.49,1396.43,14.62,21.61,554.42,2388.02,9051.23,1.3,47.41,521.83,2388.08,8134.71,8.3848,0.03,391,2388,100.0,38.93,23.44
25,14,-0.0006,-0.0002,100.0,518.67,642.51,1588.0,1403.14,14.62,21.61,554.22,2388.06,9051.83,1.3,47.31,521.74,2388.09,8126.75,8.4252,0.03,393,2388,100.0,38.89,23.5635
25,15,-0.0028,0.0001,100.0,518.67,642.38,1593.04,1398.54,14.62,21.61,553.93,2388.07,9045.81,1.3,47.25,522.49,2388.09,8129.13,8.3961,0.03,393,2388,100.0,38.92,23.2945
25,16,-0.0013,-0.0005,100.0,518.67,642.62,1586.27,1403.24,14.62,21.61,554.54,2388.07,9052.41,1.3,47.07,522.07,2388.08,8128.61,8.3862,0.03,391,2388,100.0,38.95,23.474
25,17,0.0007,-0.0005,100.0,518.67,642.81,1582.87,1397.23,14.62,21.61,553.95,2388.05,9052.9,1.3,47.23,522.13,2388.07,8131.98,8.3876,0.03,390,2388,100.0,39.12,23.422
25,18,-0.0001,0.0,100.0,518.67,641.99,1586.76,1408.19,14.62,21.61,553.18,2388.11,9048.89,1.3,47.42,521.62,2388.14,8134.93,8.3924,0.03,391,2388,100.0,38.72,23.2587
25,19,0.0021,0.0001,100.0,518.67,642.63,1581.37,1404.06,14.62,21.61,553.5,2388.04,9043.57,1.3,47.4,522.19,2388.1,8125.87,8.4553,0.03,393,2388,100.0,38.98,23.333
25,20,0.0004,-0.0004,100.0,518.67,642.23,1581.28,1399.15,14.62,21.6,553.9,2388.08,9050.76,1.3,47.17,522.32,2388.02,8133.99,8.429,0.03,392,2388,100.0,38.8,23.4868
25,21,-0.0,-0.0005,100.0,518.67,642.51,1585.74,1402.77,14.62,21.61,554.12,2387.99,9047.93,1.3,47.36,521.95,2388.05,8132.3,8.4345,0.03,392,2388,100.0,38.71,23.4758
25,22,-0.0015,0.0002,100.0,518.67,642.31,1579.21,1396.44,14.62,21.61,553.9,2388.0,9052.65,1.3,47.44,522.25,2388.1,8131.98,8.4142,0.03,390,2388,100.0,38.67,23.4002
25,23,-0.0027,-0.0001,100.0,518.67,642.16,1589.58,1402.25,14.62,21.61,554.4,2388.05,9052.79,1.3,47.24,521.89,2388.03,8130.8,8.4244,0.03,391,2388,100.0,38.89,23.3354
25,24,-0.0008,-0.0005,100.0,518.67,642.09,1580.1,1399.91,14.62,21.61,553.68,2388.07,9047.19,1.3,47.36,521.2,2388.08,8130.19,8.3971,0.03,394,2388,100.0,38.9,23.381
25,25,-0.0004,0.0002,100.0,518.67,642.78,1586.95,1397.39,14.62,21.61,553.89,2388.1,9046.38,1.3,47.36,521.68,2388.07,8129.33,8.4174,0.03,394,2388,100.0,38.95,23.3854
25,26,0.0011,-0.0003,100.0,518.67,642.36,1586.25,1406.86,14.62,21.61,554.32,2388.04,9048.2,1.3,47.27,521.84,2388.05,8136.74,8.428,0.03,392,2388,100.0,38.91,23.3748
25,27,0.0031,-0.0004,100.0,518.67,641.8,1587.46,1397.23,14.62,21.61,554.36,2388.08,9049.96,1.3,47.41,522.08,2388.03,8135.71,8.4039,0.03,393,2388,100.0,38.92,23.4579
25,28,-0.0006,0.0003,100.0,518.67,642.31,1585.86,1393.76,14.62,21.61,553.63,2388.11,9044.73,1.3,47.44,521.99,2388.03,8135.37,8.3901,0.03,392,2388,100.0,38.73,23.3481
25,29,0.006,-0.0005,100.0,518.67,642.16,1586.24,1400.45,14.62,21.61,554.56,2388.02,9045.56,1.3,47.16,521.59,2388.06,8134.9,8.4044,0.03,391,2388,100.0,38.93,23.4809
25,30,-0.0004,-0.0001,100.0,518.67,642.35,1587.75,1398.65,14.62,21.61,554.29,2387.99,9050.5,1.3,47.36,521.8,2388.1,8135.63,8.4122,0.03,392,2388,100.0,38.87,23.3551
25,31,-0.0001,0.0002,100.0,518.67,642.39,1593.73,1398.24,14.62,21.61,554.02,2388.05,9048.99,1.3,47.43,521.82,2388.09,8136.66,8.4248,0.03,392,2388,100.0,38.97,23.2728
25,32,0.0019,-0.0005,100.0,518.67,642.29,1588.24,1405.49,14.62,21.61,553.59,2388.05,9049.49,1.3,47.45,522.05,2388.04,8132.9,8.4158,0.03,393,2388,100.0,39.08,23.3209
25,33,-0.0,-0.0004,100.0,518.67,641.71,1587.58,1398.3,14.62,21.61,553.96,2388.06,9051.12,1.3,47.36,521.79,2388.04,8127.46,8.4316,0.03,393,2388,100.0,39.02,23.3396
25,34,0.0001,-0.0005,100.0,518.67,642.12,1594.21,1402.15,14.62,21.61,553.77,2388.08,9051.94,1.3,47.17,521.94,2388.06,8130.9,8.4287,0.03,394,2388,100.0,38.86,23.5276
25,35,-0.0002,0.0002,100.0,518.67,642.45,1587.6,1402.15,14.62,21.61,554.21,2388.02,9052.6,1.3,47.32,521.84,2387.98,8131.74,8.4123,0.03,391,2388,100.0,38.87,23.1999
25,36,0.0007,-0.0002,100.0,518.67,642.98,1582.09,1400.55,14.62,21.61,554.06,2388.07,9052.53,1.3,47.43,522.35,2388.08,8130.38,8.4016,0.03,393,2388,100.0,39.04,23.4142
25,37,0.0003,0.0003,100.0,518.67,642.39,1591.81,1392.53,14.62,21.61,553.94,2388.06,9046.59,1.3,47.26,521.43,2388.12,8127.67,8.3778,0.03,392,2388,100.0,38.94,23.3031
25,38,-0.0019,-0.0001,100.0,518.67,642.61,1587.94,1401.92,14.62,21.61,553.9,2388.06,9050.5,1.3,47.36,522.22,2388.12,8136.42,8.4209,0.03,390,2388,100.0,39.01,23.4018
25,39,0.0032,0.0002,100.0,518.67,642.65,1585.14,1407.41,14.62,21.61,553.43,2388.08,9049.69,1.3,47.37,521.93,2388.07,8129.7,8.4263,0.03,393,2388,100.0,38.87,23.2856
25,40,-0.0015,-0.0002,100.0,518.67,642.71,1582.41,1400.78,14.62,21.61,553.31,2388.02,9050.07,1.3,47.36,521.88,2388.02,8130.47,8.4601,0.03,392,2388,100.0,39.13,23.265
25,41,0.0014,-0.0003,100.0,518.67,643.12,1583.39,1404.18,14.62,21.61,553.9,2388.03,9056.78,1.3,47.25,521.7,2388.09,8132.95,8.4223,0.03,392,2388,100.0,38.88,23.4641
25,42,-0.0002,-0.0001,100.0,518.67,642.69,1590.04,1403.64,14.62,21.61,554.15,2388.1,9052.49,1.3,47.4,521.9,2388.07,8131.29,8.4687,0.03,392,2388,100.0,38.9,23.4101
25,43,0.0001,0.0001,100.0,518.67,641.78,1582.64,1402.68,14.62,21.61,554.82,2388.05,9052.75,1.3,47.36,521.85,2388.05,8132.9,8.4059,0.03,392,2388,100.0,39.08,23.3444
25,44,0.0007,-0.0005,100.0,518.67,642.74,1583.07,1411.35,14.62,21.61,553.87,2388.05,9051.99,1.3,47.25,522.13,2388.08,8127.78,8.4432,0.03,392,2388,100.0,38.99,23.2151
25,45,0.0006,-0.0005,100.0,518.67,642.64,1589.94,1401.2,14.62,21.61,553.38,2388.1,9048.79,1.3,47.29,521.34,2388.1,8135.08,8.3908,0.03,392,2388,100.0,38.84,23.3844
25,46,-0.0034,0.0003,100.0,518.67,642.31,1592.85,1403.68,14.62,21.61,553.91,2388.05,9054.94,1.3,47.39,522.5,2388.08,8135.56,8.3981,0.03,392,2388,100.0,38.97,23.3092
25,47,0.0,0.0001,100.0,518.67,642.57,1587.52,1399.33,14.62,21.61,554.52,2388.05,9048.47,1.3,47.26,521.71,2388.06,8132.02,8.3926,0.03,393,2388,100.0,38.99,23.343
25,48,0.0019,-0.0004,100.0,518.67,642.92,1584.08,1403.1,14.62,21.61,553.55,2388.08,9046.2,1.3,47.38,521.75,2388.07,8132.18,8.4422,0.03,394,2388,100.0,38.9,23.3876
